1.1201235717797997,1.1559724291314988,1.1559724608136384
1.1013263287271577,1.0962727142895226,1.2292409159823652
1.0602048737898164,1.0524280620936084,1.3050579416008112
1.0185115845564783,1.0299266155022473,1.3604505656854569
1.0000511660430762,1.0001022128370862,1.4140415624336364
1.001331104209648,1.0026717006660886,1.4095051167289743
1.0036810312553217,1.0074446367890113,1.401173472015423
1.0051009980002021,1.0103600726207274,1.3961302643639806
1.0775180286115595,1.0805232320688434,1.2607445744373793
1.090717420174065,1.0731245246535839,1.2618564404670363
1.1013263162828486,1.2292409183917636,1.0962727183319219
1.0518466795781454,1.1742750800928576,1.174275079668573
1.0123863780824511,1.1318905830853214,1.241738403453639
1.000528044124687,1.0891183622029066,1.2982615819787544
1.0053640657520422,1.0334588570998344,1.3647552524137407
1.0051551366737836,1.012075561561508,1.3937289303151517
1.0953968028807932,1.091778135128948,1.2376439739239755
1.1096477203687234,1.0872839684475835,1.2347662758045315
1.118924298991276,1.1023744152291648,1.212806176671253
1.1162080677249913,1.1355119250237622,1.1788273631170374
1.0602048544578693,1.3050579379563236,1.0524280746242638
1.01238637786046,1.2417384033685221,1.1318905832906663
1.0006638529456318,1.189008847115025,1.1890088428445154
1.0051174655930355,1.1367681436933126,1.2408276047594569
1.005294720844755,1.0883569076710742,1.2958725881193836
1.1262343156218342,1.0852595182337605,1.2279661597760114
1.1186607630268455,1.117151723480537,1.196879595085909
1.1209277866777598,1.1168558387867564,1.1959330376276947
1.1052203455212737,1.1494075107878532,1.170344977905709
1.0755198380147635,1.2346580060384176,1.1045718270027196
1.018511586809055,1.3604505651233576,1.0299266147906172
1.0005280449950313,1.298261581744587,1.0891183619373437
1.0051174643417826,1.2408276070389974,1.136768142290949
1.0079601014517885,1.1867557386201206,1.1867557386201097
1.1223725099256292,1.1053871315914872,1.2076038088615777
1.1251970826159774,1.1120442449071295,1.1987581391413866
1.0977844176073737,1.1735436512008985,1.1501518955895134
1.0329352368152152,1.253163639456645,1.1103969149758286
1.0080415008091244,1.3398714421971678,1.0511759011187087
1.001608221142259,1.1916453108956473,1.1858175758639187
1.0000511660430762,1.4140415624336364,1.0001022128370862
1.0053640655630272,1.3647552557496734,1.0334588546681638
1.005294721048255,1.295872585533366,1.0883569097197738
1.122372511652262,1.2076038068086283,1.105387132616343
1.0810245704835784,1.1663420405060794,1.1663420367969837
1.0280154744673708,1.2820371022889903,1.0879825756002077
1.0027793846200255,1.406805589227298,1.0038483166084016
